GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
E2E Tests Coverage Report,com.pkb.fhirwall.config,KeycloakConfig.Credentials,0,10,0,0,0,4,0,3,0,3
E2E Tests Coverage Report,com.pkb.fhirwall.config,FhirwallConfigImpl,0,9,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhirwall.config,FhirwallConfig,0,79,0,0,0,13,0,10,0,10
E2E Tests Coverage Report,com.pkb.fhirwall.config,OkHttpConfig,4,52,0,0,2,19,1,10,1,10
E2E Tests Coverage Report,com.pkb.fhirwall.config,AuthzConfig,0,25,0,0,0,6,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhirwall.config,RepositoryBeanConfig,0,20,0,0,0,4,0,4,0,4
E2E Tests Coverage Report,com.pkb.fhirwall.config,BeanConfig.new IClientInterceptor() {...},0,19,0,0,0,4,0,3,0,3
E2E Tests Coverage Report,com.pkb.fhirwall.config,AidboxConfig,14,3,0,0,6,1,4,1,4,1
E2E Tests Coverage Report,com.pkb.fhirwall.config,TestControlRouteBuilder,0,9,0,0,0,4,0,2,0,2
E2E Tests Coverage Report,com.pkb.fhirwall.config,BeanConfig,37,223,1,1,8,52,5,27,4,27
E2E Tests Coverage Report,com.pkb.fhirwall.config,WebMvcConfig,0,21,0,0,0,6,0,3,0,3
E2E Tests Coverage Report,com.pkb.fhirwall.config,TestSupportConfig,0,35,0,0,0,10,0,3,0,3
E2E Tests Coverage Report,com.pkb.fhirwall.config,MetricsConfig,0,5,0,0,0,2,0,2,0,2
E2E Tests Coverage Report,com.pkb.action.registration.letter,CompositeDatePartsValueProvider,4,115,0,0,1,30,1,9,1,9
E2E Tests Coverage Report,com.pkb.action.registration.letter,InvitationCodeAcceptedAction,19,44,1,1,6,13,4,7,3,7
E2E Tests Coverage Report,com.pkb.action.registration.letter,FinishLetterInvitedPatientActivationAction,7,119,0,6,3,33,2,15,2,12
E2E Tests Coverage Report,com.pkb.action.registration.letter,LetterInvitationBaseAction,0,51,0,4,0,9,0,8,0,6
E2E Tests Coverage Report,com.pkb.action.registration.letter,StartLetterInvitedPatientActivationAction,18,355,4,18,7,74,7,37,3,30
E2E Tests Coverage Report,com.pkb.action.registration.letter,PatientActivationDetailsDTO,0,45,0,0,0,19,0,13,0,13
E2E Tests Coverage Report,com.pkb.radiology,RadiologyFacade,0,51,0,0,0,7,0,5,0,5
E2E Tests Coverage Report,com.pkb.service.instituteuser,InstituteUserManager,299,1731,42,90,58,289,42,121,5,92
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,PractitionerSearch,22,38,0,0,2,7,2,3,2,3
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,AppointmentSearch,0,9,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,OrganizationSearch,42,38,0,0,4,7,4,3,4,3
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,PaginatedSearch,72,0,4,0,16,0,3,0,1,0
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,PersonSearch,96,145,6,6,12,20,5,5,1,3
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,PractitionerRoleSearch.PractitionerRoleSearchResourceIds,6,24,0,0,0,6,2,2,2,2
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,PractitionerRoleSearch,6,164,3,7,0,28,3,6,0,4
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,AllergySearch,0,9,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,ObservationSearch,0,9,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,AbstractAggregatedResourceSearch,167,75,9,5,21,14,11,5,6,3
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,EncounterSearch,0,9,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,MedicationSearch,85,17,0,0,8,5,7,1,7,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,AbstractPaginatedResourceSearch,30,21,0,0,3,4,3,1,3,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,PatientSearch,22,38,0,0,2,7,2,3,2,3
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,ConditionSearch,0,9,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.aggregator.camel.bean.search,MedicationStatementSearch,0,9,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.app.entity,SystemTestDTO.ExampleEnum,24,0,0,0,2,0,1,0,1,0
E2E Tests Coverage Report,com.pkb.app.entity,LoggedInBgTaskEHRRequestContext,2,23,1,3,1,6,1,3,0,2
E2E Tests Coverage Report,com.pkb.app.entity,PKBFilter.Operator,3,198,0,0,1,12,1,3,1,3
E2E Tests Coverage Report,com.pkb.app.entity,SystemTestSubclassDTO,13,0,0,0,5,0,4,0,4,0
E2E Tests Coverage Report,com.pkb.app.entity,EHRRequestContext,45,302,1,27,13,69,10,47,9,34
E2E Tests Coverage Report,com.pkb.app.entity,EHRSearch.OrderByDirection,0,24,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.app.entity,RegisteringUserEHRRequestContext,2,5,0,0,1,2,1,2,1,2
E2E Tests Coverage Report,com.pkb.app.entity,PatientAuditLog.LogType,0,34,0,0,0,2,0,1,0,1
E2E Tests Coverage Report,com.pkb.app.entity,EHRRequestContext.AccountLinkType,0,34,0,0,0,4,0,1,0,1
E2E Tests Coverage Report,com.pkb.app.entity,SystemTestMigrator,0,18,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.app.entity,AccessLog,93,34,0,0,31,13,21,2,21,2
E2E Tests Coverage Report,com.pkb.app.entity,PersonAuthInfo,0,17,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.app.entity,SystemTestDTO,225,0,0,0,79,0,48,0,48,0
E2E Tests Coverage Report,com.pkb.app.entity,Genders,5,46,7,11,0,5,7,7,0,5
E2E Tests Coverage Report,com.pkb.app.entity,LoggedInUserEHRRequestContext,0,38,0,4,0,14,0,5,0,3
E2E Tests Coverage Report,com.pkb.app.entity,PatientAuditLog.AuditLogKey,81,49,21,3,20,8,18,4,6,4
E2E Tests Coverage Report,com.pkb.app.entity,PatientAuditLog,158,33,12,0,53,11,24,11,18,11
E2E Tests Coverage Report,com.pkb.app.entity,PKBFilter,203,108,35,16,25,29,23,15,3,9
E2E Tests Coverage Report,com.pkb.app.entity,EHRData,550,924,91,84,135,288,86,157,29,125
E2E Tests Coverage Report,com.pkb.app.entity,SourceDetails.SourceType,0,34,0,0,0,4,0,1,0,1
E2E Tests Coverage Report,com.pkb.app.entity,EHRData.new EHRDataSerializer() {...},0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.app.entity,EHRData.new EHRDataDeserializer() {...},0,3,0,0,0,1,0,1,0,1
E2E Tests Coverage Report,com.pkb.app.entity,SourceDetails,338,944,100,96,91,226,70,81,5,48
E2E Tests Coverage Report,com.pkb.app.entity,LoggedInEHRRequestContext,0,55,0,0,0,10,0,10,0,10
E2E Tests Coverage Report,com.pkb.app.entity,EHRSearch,332,398,79,9,49,102,48,39,4,39
E2E Tests Coverage Report,com.pkb.app.entity,AbstractPersonRoles,4,63,2,14,0,9,2,15,0,9
E2E Tests Coverage Report,com.pkb.app.entity,DTOMapping,201,872,27,83,38,182,31,65,6,35
E2E Tests Coverage Report,com.pkb.app.entity,LoggedOutEHRRequestContext,8,29,0,0,1,12,1,6,1,6
E2E Tests Coverage Report,com.pkb.kms.service.mapper,SymmetricKeyMapper,0,13,0,0,0,3,0,3,0,3
E2E Tests Coverage Report,com.pkb.kms.service.mapper,SymmetricKeyMapperImpl,4,26,4,2,1,8,3,2,0,2
E2E Tests Coverage Report,com.pkb.fhir.common.transform,FhirTransformationUtil,0,105,0,0,0,24,0,10,0,10
E2E Tests Coverage Report,com.pkb.fhir.common.transform,ConditionEhrDataTransformer,115,303,9,11,16,70,11,22,4,16
E2E Tests Coverage Report,com.pkb.fhir.common.transform,BaseEhrDataTransformer,125,687,24,12,27,136,30,46,6,43
E2E Tests Coverage Report,com.pkb.fhir.common.transform,AppointmentEhrDataTransformer,149,751,14,22,19,167,22,54,8,45
E2E Tests Coverage Report,com.pkb.fhir.common.transform,TransformableDto,0,27,0,0,0,10,0,5,0,5
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindTreatmentLogItem,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfCumulativeResultSet,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientMatchType,40,0,0,0,6,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindPatientIDCriteria,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,LocatePatientCriteria,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindPatientNameCriteria,31,0,0,0,13,0,9,0,9,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentRequestDeliveryScheduleType.ReferralToTreatClock,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,BreakGlassAuditItem.BreakGlassDetails,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfCumulativeTestResultValue,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindResultCriteria,189,0,2,0,79,0,53,0,52,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentRequestDeliveryScheduleType,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ProviderLocation,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,InvestigationReportMessageType.ServiceProvider,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindDateRange,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,LoginTokenResponse,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTinterface,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,LoginTokenResponse.Application,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,InterfaceStatusLimits,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfSearchSummaryItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindOrganisationCriteria,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,DocumentInfo,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,AttendanceRequestedType,31,0,0,0,13,0,9,0,9,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTsystemInformation,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfSubscriptionInfo,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindTreatmentLogCriteria,147,0,2,0,61,0,41,0,40,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,NextOfKinInfo,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfDocumentNote,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,BreakGlassAuditItem,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfFindPatientItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,SubscriptionInfo,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfBreakGlassTypeItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfProviderLocation,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,GENERALCODETYPE,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,RequestStatus,76,0,4,0,12,0,6,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,DocumentStylesheetType,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientMatchDetails,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindPatientCriteria,119,0,2,0,49,0,33,0,32,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentRequestInfo,91,0,2,0,37,0,25,0,24,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindResultItem.ReportDetails,147,0,2,0,61,0,41,0,40,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTtransactionID,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindADTItem,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfHCPitem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,CumulativeReport,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindTreatmentLogItem.TreatmentLog,140,0,2,0,58,0,39,0,38,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindHCPcriteria,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,CumulativeReportCriteria,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,NotificationInfo,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,NotificationInfo.NotificationDetail,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfPatientSearchSummaryItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientNotification,77,0,2,0,31,0,21,0,20,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,DocumentNote,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindDocumentItem,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientExtendedInformation,155,0,6,0,61,0,41,0,38,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindResultGroupByType,76,0,4,0,12,0,6,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,REFERRALREASONTYPE,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,OrganisationItem,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,UserInfo,31,0,0,0,13,0,9,0,9,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientConsentAuditCriteria,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTadmissionType,70,0,2,0,28,0,19,0,18,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientSearchSummaryItem,56,0,2,0,22,0,15,0,14,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientSystemInformation,63,0,2,0,25,0,17,0,16,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTdischargeType,70,0,2,0,28,0,19,0,18,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientConsentAuditItem.ConsentDetails,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfString,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfFindADTItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindADTItem.ADTDetails,133,0,2,0,55,0,37,0,36,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindPatientBasicCriteria,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindPatientCriteria.Date,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentLog,63,0,2,0,25,0,17,0,16,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindBreakGlassAuditCriteria,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientMatch,39,0,4,0,13,0,9,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,InvestigationReport,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,CumulativeResultSet,77,0,2,0,31,0,21,0,20,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfString1,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfString2,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTinfoDetailed,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindDateTimeRange,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,DocumentSystemInformation,77,0,2,0,31,0,21,0,20,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentRequestOutcomeType,46,0,4,0,16,0,11,0,9,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ReportSystemInformation,56,0,2,0,22,0,15,0,14,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfPatientConsentAuditItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ObjectFactory,690,0,0,0,163,0,156,0,156,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientConsentAuditItem.PatientDetails,10,0,0,0,4,0,3,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfFindMergeItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentLogSystemInformation,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ServiceItem,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTtransferType,56,0,2,0,22,0,15,0,14,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,UniqueCarePathwayNumberUsageType,38,0,0,0,16,0,11,0,11,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfInteger,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,Login,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,DocumentMetadata,182,0,2,0,76,0,51,0,50,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,BreakGlassItem,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ProviderSearchCriteria,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindDocumentIdentifierCriteria,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,BreakGlassAuditItem.PatientDetails,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,OpenClosedStatus,65,0,4,0,11,0,6,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfBreakGlassAuditItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,DateRangeSelection,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentLogInfo,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentRequestIdentifiers,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindResultItem.SampleDetails,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfPERSONALNAMETYPE,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,UniqueCarePathwayNumberDataType,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindPatientAddressCriteria,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindADTcriteria,77,0,2,0,31,0,21,0,20,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientCarePoint,56,0,2,0,22,0,15,0,14,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfBreakGlassItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTmessageType,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTpatientCarePoint,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientInformation,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ResultSuite,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,CumulativeTestResultValue,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ADTinfoDetailed.ADTmessageContent,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfServiceItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfOrganisationItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfProviderItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,CumulativeTestResult,56,0,2,0,22,0,15,0,14,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,MessageQueue,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,HCPitem,17,0,0,0,7,0,5,0,5,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentRequestInfo.ReferralDetails,42,0,2,0,16,0,11,0,10,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfFindResultItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,SearchSummaryItem,56,0,2,0,22,0,15,0,14,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindMergeItem,70,0,2,0,28,0,19,0,18,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientIdentifierList,25,0,4,0,7,0,5,0,3,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ProviderPatientIdentifier,28,0,2,0,10,0,7,0,6,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,LocatePatientDemographics,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfFindDocumentItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ComponentID,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,TreatmentRequestStatusType,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindResultItem.SetDetails,49,0,2,0,19,0,13,0,12,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfFindTreatmentLogItem,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ProviderSearchType,65,0,4,0,11,0,6,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,InvestigationReportMessageType,109,0,4,0,43,0,29,0,27,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ProviderItem,21,0,2,0,7,0,5,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,BreakGlassInfo,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindUserCriteria,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,ArrayOfSubscriptionFieldInfo,14,0,2,0,4,0,3,0,2,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,BreakGlassTypeItem,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,CLINICALINDEXTYPE,24,0,0,0,10,0,7,0,7,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,SearchComparator,109,0,4,0,15,0,6,0,4,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,PatientConsentAuditItem,35,0,2,0,13,0,9,0,8,0
E2E Tests Coverage Report,uk.nhs.scot.show.isd.scistore,FindDocumentCriteria,182,0,2,0,76,0,51,0,50,0
